equipment_id,equipment_type,temperature,pressure,corrosion_index,usage_hours,last_maintenance_days,vibration_level,gas_leak_detected,critical_failure_risk
1089,Pressure Regulator,76.36804518338812,177,46,7299,30,99,0,1
1090,Valve,69.9441010359582,186,48,2654,167,32,1,1
1091,Chemical Chamber,70.47619569111406,152,75,712,74,80,1,1
1092,Exhaust Fan,64.3716355661826,31,97,176,73,67,1,1
1093,Gas Sensor,68.15807373882589,182,84,2854,112,21,0,1
1094,Gas Sensor,55.62502427149807,188,31,3372,211,95,0,1
1095,Exhaust Fan,65.55450950766642,82,53,4263,180,61,0,0
1096,Gas Sensor,47.14744590720314,189,35,1151,5,20,1,1
1097,Pressure Regulator,54.85900351690968,144,88,3083,332,18,0,1
1098,Valve,105.64994243249107,125,98,6643,202,14,1,1
1099,Pressure Regulator,60.583820203989504,190,97,2204,256,79,0,1
1100,Gas Sensor,30.42568705715755,167,18,1326,142,80,0,1
1101,Chemical Chamber,53.87114991594075,117,36,4762,20,27,0,0
1102,Valve,44.137164286597965,138,16,3254,100,88,1,1
1103,Valve,62.388277720738245,138,79,6861,281,74,0,1
1104,Exhaust Fan,46.659613307645046,171,15,1374,169,88,0,1
1105,Exhaust Fan,56.82252935165858,182,57,2489,325,63,1,1
1106,Chemical Chamber,48.902399755927625,60,43,6666,233,18,0,0
1107,Valve,62.95776177295525,141,67,4634,91,80,1,1
1108,Chemical Chamber,50.58901761325296,35,48,6657,258,69,1,1
1109,Exhaust Fan,65.35320108748556,141,93,971,28,18,0,1
1110,Exhaust Fan,89.2287218857308,99,50,2061,44,53,1,1
1111,Valve,42.683816751555355,125,97,2280,141,20,1,1
1112,Pressure Regulator,70.85782820427704,25,4,4040,85,12,1,1
1113,Gas Sensor,23.20755356059671,39,96,2576,299,86,1,1
1114,Exhaust Fan,56.50842844026567,155,57,6947,311,14,0,0
1115,Exhaust Fan,63.433571639258616,116,45,1667,320,41,1,1
1116,Pressure Regulator,48.77980974242397,25,54,5829,268,31,0,0
1117,Pressure Regulator,33.18910765490475,27,72,2415,297,63,0,1
1118,Chemical Chamber,59.42940331845195,33,16,2254,44,62,1,1
1119,Chemical Chamber,82.9817309472943,150,11,4261,11,71,0,0
1120,Gas Sensor,57.80325964974939,149,23,7250,275,59,1,1
1121,Gas Sensor,68.37860585900413,41,55,1175,316,35,0,0
1122,Valve,76.90320962642045,104,54,6954,200,76,1,1
1123,Chemical Chamber,97.07211818258908,153,75,6531,199,63,1,1
1124,Exhaust Fan,44.21568545539763,197,78,6475,121,50,0,1
1125,Chemical Chamber,45.76334040671002,63,15,7430,14,17,1,1
1126,Exhaust Fan,55.616481935732324,27,86,5460,64,33,1,1
1127,Pressure Regulator,69.23154957531474,43,81,2135,220,22,1,1
1128,Chemical Chamber,25.18947624801478,46,21,489,152,84,0,0
1129,Pressure Regulator,69.80638392001086,70,43,5241,246,69,0,0
1130,Gas Sensor,62.22396081072138,175,94,4924,95,23,0,1
1131,Gas Sensor,51.99083465997578,88,42,2834,268,55,1,1
1132,Valve,66.3826492467793,44,78,3056,193,14,1,1
1133,Chemical Chamber,73.34473848546541,63,20,3962,58,22,0,0
1134,Pressure Regulator,75.420326638322,194,7,3664,94,33,0,1
1135,Exhaust Fan,60.22145071579733,138,48,5903,298,25,0,0
1136,Gas Sensor,64.8904949431348,128,99,4177,1,38,0,1
1137,Gas Sensor,64.32482728773608,139,5,2668,362,28,0,0
1138,Exhaust Fan,78.46795920969794,32,80,461,328,90,0,1
1139,Pressure Regulator,65.71824321914741,72,46,158,206,69,1,1
1140,Pressure Regulator,69.67834923784349,56,35,4680,193,71,0,0
1141,Chemical Chamber,73.38990824195533,134,91,7896,224,57,1,1
1142,Chemical Chamber,89.37846100435591,59,22,1224,38,41,0,0
1143,Valve,51.21277710496026,97,30,1880,332,55,0,0
1144,Gas Sensor,84.38563040770835,114,74,7041,308,90,1,1
1145,Chemical Chamber,97.06649669371467,153,61,439,111,80,0,1
1146,Pressure Regulator,52.1693585138851,44,83,4681,252,78,0,1
1147,Exhaust Fan,56.748147841247736,122,95,6031,336,97,1,1
1148,Pressure Regulator,53.57323558366244,65,80,2836,84,65,1,1
1149,Gas Sensor,69.85332610783595,178,56,1139,364,42,0,1
1150,Pressure Regulator,32.07485045871082,121,69,7765,160,32,1,1
1151,Valve,52.507528147572394,110,64,220,155,87,1,1
1152,Gas Sensor,55.89536734361284,113,36,7481,98,70,0,0
1153,Exhaust Fan,54.58358465196201,87,67,3913,189,13,0,0
1154,Valve,54.43256294219201,58,94,6573,86,74,0,1
1155,Gas Sensor,52.661106325923704,99,74,6327,62,11,1,1
1156,Exhaust Fan,71.66078499729001,183,16,7448,259,67,0,1
1157,Valve,68.07366328350443,154,6,844,81,82,0,0
1158,Valve,85.55101417573181,104,51,4581,347,37,1,1
1159,Gas Sensor,71.69900037848888,85,34,6566,359,42,1,1
1160,Chemical Chamber,43.53616333342239,74,1,7821,95,32,1,1
1161,Valve,57.449443957061774,91,39,4643,287,93,0,0
1162,Valve,55.85652257443267,61,36,3051,221,40,0,0
1163,Exhaust Fan,63.8285735764465,174,56,6316,192,57,0,1
1164,Pressure Regulator,76.39874459366067,149,9,6498,170,55,1,1
1165,Gas Sensor,62.78752587493158,89,75,7103,58,54,0,1
1166,Gas Sensor,62.827377344495524,151,80,7160,43,99,1,1
1167,Chemical Chamber,60.150628248745186,40,45,4054,160,41,0,0
1168,Chemical Chamber,72.15875985118913,20,89,1122,158,60,1,1
1169,Gas Sensor,51.466422465661694,185,4,5060,235,56,0,1
1170,Chemical Chamber,38.14485331371436,79,4,7967,339,70,0,0
1171,Exhaust Fan,69.66868464316846,95,26,3461,301,59,0,0
1172,Gas Sensor,65.62750722263209,110,4,7767,144,44,0,0
1173,Chemical Chamber,79.8512741272197,161,60,7143,10,24,0,1
1174,Gas Sensor,23.58131674180718,107,7,1875,330,88,0,0
1175,Pressure Regulator,58.494759002178185,101,30,2008,348,46,0,0
1176,Valve,61.600703292437636,36,96,3132,268,65,1,1
1177,Gas Sensor,37.33683062376086,92,20,7073,156,68,1,1
1178,Valve,58.70105470619496,194,98,2755,18,34,1,1
1179,Chemical Chamber,77.80384002353155,75,20,687,284,29,1,1
1180,Valve,91.29172061598143,146,50,6245,231,57,1,1
1181,Gas Sensor,74.73610349037993,72,78,2130,270,95,0,1
1182,Pressure Regulator,55.132929282598504,147,99,482,264,29,1,1
1183,Chemical Chamber,78.92272770706879,165,58,789,356,24,1,1
1184,Gas Sensor,73.67103924149043,67,1,5331,259,71,0,0
1185,Chemical Chamber,52.7341414778574,156,29,6104,202,23,1,1
1186,Exhaust Fan,51.273059710494906,73,57,303,137,30,1,1
1187,Valve,57.472469392071766,182,91,4181,47,59,1,1
1188,Exhaust Fan,44.23726463224682,193,80,5969,63,90,1,1
1189,Gas Sensor,55.33812133416913,20,19,4221,77,78,0,0
1190,Pressure Regulator,67.30129382344802,60,39,1976,342,24,1,1
1191,Chemical Chamber,75.57760899256891,92,28,6351,121,72,0,0
1192,Valve,54.317218489815154,179,4,1800,13,52,1,1
1193,Chemical Chamber,80.82631302870605,96,88,1690,179,36,1,1
1194,Gas Sensor,69.75158200253264,59,9,967,316,70,1,1
1195,Chemical Chamber,70.43479528389557,158,82,4469,331,63,0,1
1196,Valve,46.214823690133784,193,60,6011,157,68,1,1
1197,Gas Sensor,87.11640331160352,67,0,5761,16,48,0,0
1198,Chemical Chamber,68.30046678032386,62,46,2164,246,93,1,1
1199,Pressure Regulator,55.00998955655494,198,97,1587,192,44,1,1
1200,Gas Sensor,52.36324143384931,61,56,2445,341,90,1,1
1201,Gas Sensor,55.34321785950266,173,13,2740,55,18,1,1
1202,Pressure Regulator,44.72493682683399,123,24,7119,334,69,0,0
1203,Exhaust Fan,74.82450816524238,30,89,7663,311,71,0,1
1204,Valve,46.2611686459439,44,20,1150,188,77,1,1
1205,Exhaust Fan,64.34737258312288,59,15,2143,169,25,1,1
1206,Chemical Chamber,53.251241306979225,44,73,4378,208,25,0,1
1207,Pressure Regulator,70.0619470337752,103,31,3687,9,41,0,0
1208,Exhaust Fan,72.10057224392872,125,44,6918,6,47,0,0
1209,Gas Sensor,50.34142406371317,138,63,6692,102,48,1,1
1210,Chemical Chamber,59.49189501363027,127,83,3503,146,71,1,1
1211,Chemical Chamber,38.34912807608392,93,72,6144,280,72,1,1
1212,Exhaust Fan,85.50814762970722,199,59,1707,51,25,0,1
1213,Exhaust Fan,76.02004660394763,132,97,5675,273,63,0,1
1214,Pressure Regulator,39.06691650453678,150,94,6831,228,24,1,1
1215,Valve,46.99643691976979,58,18,4615,277,27,0,0
1216,Exhaust Fan,57.97772519702489,110,46,6483,83,13,0,0
1217,Exhaust Fan,60.581410800922235,182,94,6755,318,46,0,1
1218,Gas Sensor,49.70923049210176,187,63,7557,347,49,1,1
1219,Chemical Chamber,42.82608003442089,41,29,4999,117,72,0,0
1220,Valve,65.92546966299234,38,46,4634,75,77,0,0
1221,Gas Sensor,86.09226705778033,33,87,7015,310,26,1,1
1222,Pressure Regulator,60.8199812760692,128,32,1120,171,90,1,1
1223,Pressure Regulator,55.624316937283176,197,81,622,214,57,1,1
1224,Exhaust Fan,54.047408804912,62,20,670,211,28,1,1
1225,Exhaust Fan,43.549145240342376,74,94,5478,151,95,1,1
1226,Pressure Regulator,49.92022872763985,187,62,4909,240,48,0,1
1227,Exhaust Fan,77.04166620545494,31,41,3439,121,74,0,0
1228,Valve,28.937249881008142,181,60,4308,309,62,0,1
1229,Exhaust Fan,61.05154985470953,127,42,5804,215,27,1,1
1230,Chemical Chamber,60.41932000289034,102,67,2552,296,48,0,0
1231,Exhaust Fan,61.77599000234466,42,25,6213,265,69,0,0
1232,Gas Sensor,70.91126562635277,154,32,6137,152,86,1,1
1233,Valve,60.917418953534614,165,32,3573,332,44,1,1
1234,Gas Sensor,53.19060851518478,155,48,6479,76,82,0,0
1235,Gas Sensor,50.150658627168234,108,83,5225,224,90,1,1
1236,Chemical Chamber,79.47515644722348,61,40,7868,130,43,0,0
1237,Valve,75.61577966333705,112,71,3285,251,24,0,1
1238,Valve,103.16456279416937,112,35,6608,326,82,1,1
1239,Valve,55.785173569761014,20,71,946,260,28,1,1
1240,Valve,50.426804890430525,98,94,3492,317,84,1,1
1241,Valve,66.79750344450751,162,21,1434,205,97,1,1
1242,Chemical Chamber,66.43524737794581,175,46,7435,126,94,0,1
1243,Exhaust Fan,69.54532618324176,183,82,2997,192,72,0,1
1244,Gas Sensor,72.70696316034547,125,19,6295,36,91,0,0
1245,Valve,69.4001041815501,65,86,2011,41,35,0,1
1246,Exhaust Fan,76.12547408974807,40,23,399,359,58,1,1
1247,Exhaust Fan,78.1200796587823,196,42,5058,166,13,0,1
1248,Gas Sensor,78.38767074797188,186,87,1185,338,75,1,1
1249,Chemical Chamber,26.07993074672706,57,99,183,143,26,1,1
1250,Pressure Regulator,63.485713538564106,28,72,4156,304,10,1,1
1251,Pressure Regulator,46.15184717183182,39,15,1476,353,86,0,0
1252,Exhaust Fan,75.83171648553049,103,26,1792,234,83,1,1
1253,Gas Sensor,25.765474573510645,27,44,3674,228,90,0,0
1254,Pressure Regulator,82.03837916599863,33,36,7926,191,94,1,1
1255,Exhaust Fan,47.02950428448521,81,12,5214,25,18,0,0
1256,Chemical Chamber,43.592045400276994,182,50,1023,260,19,0,1
1257,Pressure Regulator,65.34373981046363,74,1,5085,18,58,1,1
1258,Exhaust Fan,54.40093864003721,64,75,1598,120,57,1,1
1259,Exhaust Fan,86.69083961406363,168,96,5854,353,57,0,1
1260,Valve,80.44549720691394,72,86,5110,84,24,1,1
1261,Chemical Chamber,52.33747946282885,105,58,2126,213,54,1,1
1262,Valve,75.63727440308705,190,13,4698,329,11,1,1
1263,Gas Sensor,51.82069649545871,25,48,3970,65,67,0,0
1264,Valve,51.691280618759826,63,29,4889,27,47,0,0
1265,Valve,70.71277137094393,110,97,2246,207,12,1,1
1266,Pressure Regulator,81.83761635703729,23,8,1825,88,99,1,1
1267,Exhaust Fan,53.383912232817764,140,78,5105,236,97,1,1
1268,Chemical Chamber,54.52606839746786,82,23,5525,50,68,0,0
1269,Valve,64.51807078637582,111,40,2910,183,72,0,0
1270,Chemical Chamber,46.59014288295603,100,59,6558,233,52,1,1
1271,Valve,83.4811558473938,57,88,5929,186,13,1,1
1272,Gas Sensor,46.44671087157547,71,99,5661,89,52,1,1
1273,Valve,50.502093516960066,176,31,2394,86,70,1,1
1274,Pressure Regulator,86.50858606559305,187,46,2412,104,95,1,1
1275,Exhaust Fan,63.218826433327536,27,20,1692,110,58,1,1
1276,Gas Sensor,89.15375143229409,124,41,524,120,73,0,0
1277,Valve,56.710837189733006,182,69,4990,88,29,1,1
1278,Chemical Chamber,97.79278229808534,134,88,5277,56,94,0,1
1279,Gas Sensor,69.23474970744222,142,1,5703,155,54,1,1
1280,Gas Sensor,48.71346071082126,35,30,2471,90,26,1,1
1281,Valve,48.48243571987963,37,55,7453,294,75,1,1
1282,Gas Sensor,38.14188133798367,53,29,2939,361,31,0,0
1283,Chemical Chamber,39.78277580985891,151,62,5718,196,59,0,0
1284,Gas Sensor,50.107026233259575,146,14,5043,23,79,1,1
1285,Chemical Chamber,45.126023406253225,80,17,161,83,34,1,1
1286,Valve,21.33103211588262,65,31,6836,184,11,0,0
1287,Exhaust Fan,72.62281487821397,168,13,5158,207,52,1,1
1288,Gas Sensor,71.6300658135908,96,61,7513,223,26,0,0
1289,Exhaust Fan,64.62565315463675,142,81,3658,88,82,1,1
1290,Chemical Chamber,42.97550374570864,185,98,1884,53,29,0,1
1291,Gas Sensor,84.70188163132968,92,51,3016,202,46,1,1
1292,Pressure Regulator,57.327478645551416,105,21,3544,200,61,1,1
1293,Exhaust Fan,47.501507917728546,100,13,614,195,88,0,0
1294,Gas Sensor,63.488791985149874,183,77,4943,4,35,1,1
1295,Exhaust Fan,62.62858757323063,153,33,6294,361,34,0,0
1296,Gas Sensor,22.458744251431035,186,85,4812,21,73,0,1
1297,Valve,59.535819377191636,176,79,198,310,40,0,1
1298,Exhaust Fan,61.80808538204562,174,55,422,244,39,0,1
1299,Pressure Regulator,54.31888238933775,88,52,2739,126,19,0,0
1300,Pressure Regulator,40.178177085282265,156,48,5660,201,47,0,0
1301,Chemical Chamber,40.62008087491698,171,62,6647,52,94,0,1
1302,Gas Sensor,67.71098146228469,166,15,6121,243,97,1,1
1303,Exhaust Fan,71.4240147441029,116,79,5636,211,37,0,1
1304,Chemical Chamber,53.27985757654154,142,39,7950,145,33,0,0
1305,Exhaust Fan,65.73476598064133,177,37,4350,44,38,0,1
1306,Gas Sensor,53.13122617359231,187,17,4737,107,90,1,1
1307,Pressure Regulator,47.20141495885299,138,22,3782,152,97,0,0
1308,Valve,63.217453291329846,51,47,4341,113,26,0,0
1309,Pressure Regulator,42.76357496619722,132,81,3073,223,79,1,1
1310,Chemical Chamber,88.40676134748072,84,45,5454,155,73,1,1
1311,Valve,38.43729430752942,181,21,1597,174,40,0,1
1312,Chemical Chamber,64.25741046343894,104,53,5618,347,66,1,1
1313,Gas Sensor,62.25358998839474,178,39,5059,347,29,1,1
1314,Valve,60.922135210835506,78,29,5830,163,55,1,1
1315,Chemical Chamber,82.25090094035144,45,54,5679,185,11,1,1
1316,Gas Sensor,19.706830986811404,169,55,2849,285,91,0,1
1317,Pressure Regulator,66.17598158233362,181,41,4984,313,59,0,1
1318,Gas Sensor,55.89933753933449,140,41,2031,198,69,0,0
1319,Exhaust Fan,68.7596369327081,32,61,7700,55,95,0,0
1320,Gas Sensor,60.82023413727389,74,81,4452,71,50,0,1
1321,Gas Sensor,58.874694303802976,155,52,6958,198,99,0,0
1322,Exhaust Fan,41.89028001417427,169,81,538,53,85,0,1
1323,Chemical Chamber,49.902937493841634,75,52,636,14,79,0,0
1324,Chemical Chamber,106.97264822929117,103,63,2322,21,26,1,1
1325,Gas Sensor,68.8965314391404,168,0,812,360,87,1,1
1326,Exhaust Fan,75.78889761558068,117,78,6026,14,19,1,1
1327,Exhaust Fan,54.72154764565265,196,68,2638,309,99,0,1
1328,Pressure Regulator,47.16585947135161,113,26,5502,115,76,0,0
1329,Chemical Chamber,71.64641661671979,153,16,6848,352,51,0,0
1330,Valve,31.444225962783737,54,62,6805,218,88,0,0
1331,Chemical Chamber,50.238922509329214,174,40,4414,195,25,0,1
1332,Chemical Chamber,54.68136817894048,145,57,7264,207,47,0,0
1333,Pressure Regulator,74.1748365505298,132,56,5375,341,23,0,0
1334,Valve,66.20569070431964,187,95,4252,350,45,0,1
1335,Pressure Regulator,52.90650407051086,33,37,5730,111,22,1,1
1336,Valve,65.53459518153518,93,89,4938,167,68,0,1
1337,Gas Sensor,55.45272241534986,71,65,6581,101,36,0,0
1338,Valve,76.05056638401486,125,91,2866,169,17,0,1
1339,Pressure Regulator,63.542350831156234,59,44,5491,156,96,0,0
1340,Chemical Chamber,86.0466420714944,62,22,5946,258,62,0,0
1341,Valve,55.833085090043404,131,19,1089,278,84,0,0
1342,Valve,78.3809284928951,22,35,4167,236,14,1,1
1343,Exhaust Fan,61.356209905427825,162,41,7451,128,14,1,1
1344,Chemical Chamber,49.541345236615015,192,21,7558,352,98,0,1
1345,Gas Sensor,99.02361773226028,114,59,7167,123,91,1,1
1346,Pressure Regulator,79.64563236545011,158,10,401,189,57,0,0
1347,Gas Sensor,63.51484939769871,186,27,1112,336,33,1,1
1348,Chemical Chamber,71.48994524715594,38,44,3750,292,82,1,1
1349,Valve,43.769719525455116,167,21,346,337,84,1,1
1350,Valve,44.29782731023367,75,80,2163,305,87,0,1
1351,Chemical Chamber,76.71135430241318,97,62,1458,259,51,1,1
1352,Valve,60.07196068125181,137,30,4406,279,18,0,0
1353,Valve,57.66273667198179,151,10,1709,357,73,0,0
1354,Valve,55.68093457559014,28,35,5592,231,78,0,0
1355,Pressure Regulator,62.28101153203669,172,77,7060,156,20,1,1
1356,Pressure Regulator,56.186258826730615,194,34,5625,109,18,1,1
1357,Exhaust Fan,29.517888346928604,68,22,3701,361,86,0,0
1358,Gas Sensor,81.23812900242453,174,28,1145,328,70,1,1
1359,Chemical Chamber,58.34159457241821,47,22,6861,33,92,1,1
1360,Chemical Chamber,87.47292944457043,35,99,4314,126,81,0,1
1361,Chemical Chamber,33.56705585738605,106,15,1651,68,64,0,0
1362,Exhaust Fan,33.50821016104487,193,83,3355,245,77,0,1
1363,Pressure Regulator,55.868796967241416,193,88,1638,327,34,1,1
1364,Exhaust Fan,74.66290977809447,187,18,1615,267,80,1,1
1365,Chemical Chamber,41.70499167708835,102,89,4701,136,65,1,1
1366,Gas Sensor,41.12282917011885,53,95,3806,276,36,0,1
1367,Valve,65.57928508065609,157,62,1878,62,32,1,1
1368,Pressure Regulator,55.30689500071922,20,49,536,171,49,1,1
1369,Pressure Regulator,68.16119866642867,85,84,902,103,67,0,1
1370,Exhaust Fan,55.57575295128899,134,72,7372,92,45,1,1
1371,Pressure Regulator,65.77705924207474,164,42,4298,75,83,0,1
1372,Chemical Chamber,80.49199858420103,66,18,7475,114,41,1,1
1373,Chemical Chamber,41.73679812366006,43,84,5880,121,32,1,1
1374,Exhaust Fan,77.7718052072419,197,17,4900,214,49,0,1
1375,Chemical Chamber,34.43778796990018,123,5,924,198,57,1,1
1376,Gas Sensor,69.14004860754923,48,34,3905,263,33,0,0
1377,Exhaust Fan,81.2890375404456,91,13,5266,138,94,1,1
1378,Gas Sensor,52.138979645209055,105,63,6149,168,48,0,0
1379,Valve,69.66832671287541,123,8,403,4,49,0,0
1380,Gas Sensor,52.69360264575688,160,34,6410,201,38,0,0
1381,Valve,68.78071701190463,175,1,593,102,54,0,1
1382,Valve,26.12250965535678,152,5,186,19,43,1,1
1383,Gas Sensor,62.43234996131122,93,98,3397,22,99,0,1
1384,Exhaust Fan,65.93086445765195,156,24,6363,359,24,0,0
1385,Chemical Chamber,80.17022926609664,161,72,6145,129,79,1,1
1386,Chemical Chamber,73.87883311919722,121,49,3419,149,98,0,0
1387,Valve,57.581459214037416,157,94,3676,238,91,1,1
1388,Valve,64.02097196922963,180,6,7189,7,80,0,1
1389,Exhaust Fan,38.30825362640561,94,62,6596,333,11,0,0
1390,Pressure Regulator,84.66112407060254,59,27,7411,23,10,0,0
1391,Gas Sensor,70.36739097483107,153,1,5964,90,63,0,0
1392,Valve,32.08648846183859,36,64,6593,18,11,1,1
1393,Chemical Chamber,63.68980572192231,183,58,5734,71,45,0,1
1394,Exhaust Fan,64.83510666716947,89,23,5213,66,77,1,1
1395,Gas Sensor,48.3908415620571,80,61,3920,53,37,0,0
1396,Exhaust Fan,61.45298303439267,130,98,7584,192,96,1,1
1397,Gas Sensor,46.88279702527923,196,70,7013,142,29,1,1
1398,Gas Sensor,38.93103640940125,102,37,1149,25,46,1,1
1399,Valve,50.7997952606392,43,92,3701,250,68,0,1
1400,Exhaust Fan,62.57385388708926,70,61,6565,33,53,0,0
1401,Exhaust Fan,73.92497600064351,189,64,6539,176,21,0,1
1402,Chemical Chamber,61.04727676307277,166,50,4326,39,41,1,1
1403,Chemical Chamber,74.07137053409564,81,93,6260,212,47,1,1
1404,Valve,69.73054616556078,86,51,4965,364,40,0,0
1405,Valve,44.46902931243213,49,95,7849,133,27,0,1
1406,Pressure Regulator,69.61654555562846,126,73,3083,113,38,0,1
1407,Chemical Chamber,70.03115103932092,185,97,7165,149,60,0,1
1408,Gas Sensor,86.1270157115544,153,62,6428,315,38,0,0
1409,Exhaust Fan,66.15981542003478,130,10,3220,77,72,1,1
1410,Valve,41.479889282812,169,47,5019,14,90,0,1
1411,Exhaust Fan,51.68878805489661,140,53,6319,54,29,0,0
1412,Exhaust Fan,32.21164297860809,30,90,6008,253,40,0,1
1413,Pressure Regulator,67.657162782087,91,49,627,173,40,0,0
1414,Chemical Chamber,84.80951311167063,110,73,7273,169,67,0,1
1415,Valve,24.132787652256944,48,37,133,92,94,0,0
1416,Exhaust Fan,85.44345513785362,138,85,6302,129,16,0,1
1417,Valve,67.45856254559033,138,87,5286,130,21,0,1
1418,Gas Sensor,43.851275187641804,27,7,6498,72,96,0,0
1419,Pressure Regulator,63.85041959238826,99,5,6646,255,70,1,1
1420,Gas Sensor,44.33508483953514,182,67,7424,141,52,0,1
1421,Valve,66.60629648374146,91,68,2179,307,58,0,0
1422,Valve,60.95041575162825,192,5,109,126,49,0,1
1423,Chemical Chamber,64.94015354072208,52,31,1827,251,79,1,1
1424,Exhaust Fan,46.21591024220336,24,37,7642,2,41,0,0
1425,Exhaust Fan,48.40019090078222,184,56,2878,10,72,1,1
1426,Gas Sensor,67.52732119258457,164,83,3520,286,24,0,1
1427,Pressure Regulator,52.45910559101002,41,99,6832,224,99,0,1
1428,Exhaust Fan,62.23526712257483,97,63,6775,65,93,0,0
1429,Chemical Chamber,66.79475294560625,179,53,3327,109,21,0,1
1430,Gas Sensor,56.66466213293241,33,13,3198,300,35,1,1
1431,Gas Sensor,77.32651767557623,167,63,4144,42,39,0,1
1432,Chemical Chamber,57.216742754778934,169,49,1276,259,39,0,1
1433,Pressure Regulator,56.76636769392495,49,46,7135,111,86,0,0
1434,Chemical Chamber,50.524422368807485,180,53,5504,28,71,1,1
1435,Pressure Regulator,75.59973037917474,24,18,4823,51,52,1,1
1436,Chemical Chamber,49.391876399635024,37,74,1373,213,31,1,1
1437,Chemical Chamber,78.81735291230353,82,38,7154,125,26,1,1
1438,Valve,62.44669067048116,193,64,2576,269,32,0,1
1439,Gas Sensor,100.23142220474536,154,98,5776,40,34,1,1
1440,Chemical Chamber,50.093101896562374,176,82,5505,154,79,0,1
1441,Chemical Chamber,79.1279085674166,76,59,3677,360,46,0,0
1442,Exhaust Fan,67.65362969383725,194,32,2441,158,99,0,1
1443,Gas Sensor,52.29368681725111,28,31,4639,294,66,0,0
1444,Exhaust Fan,67.85519484045786,131,35,4483,361,94,1,1
1445,Gas Sensor,67.12431023145803,124,23,2453,272,79,1,1
1446,Exhaust Fan,55.02092062221617,142,42,3242,110,31,0,0
1447,Chemical Chamber,66.42421318511266,90,70,2310,234,90,1,1
1448,Chemical Chamber,77.45162389221309,132,70,5700,311,84,1,1
1449,Valve,67.67031241088998,190,45,2735,177,13,1,1
1450,Exhaust Fan,53.71222245410395,78,46,3514,127,67,1,1
1451,Pressure Regulator,52.86746421486536,25,68,7784,80,53,0,0
1452,Valve,58.68885197637702,129,13,7374,52,83,1,1
1453,Exhaust Fan,76.68693021873246,130,44,2127,305,26,1,1
1454,Exhaust Fan,48.6931636410566,72,51,4826,304,27,1,1
1455,Valve,65.88196761471217,83,89,4994,330,62,1,1
1456,Chemical Chamber,36.56298657562499,23,49,2099,82,28,1,1
1457,Exhaust Fan,68.91917261294441,20,64,4804,294,95,0,0
1458,Chemical Chamber,71.2765634695621,89,76,6936,273,70,1,1
1459,Valve,90.41432244373607,50,63,5717,41,66,0,1
1460,Chemical Chamber,73.87939580574418,84,22,1124,310,88,1,1
1461,Gas Sensor,53.981986115844876,136,83,1721,296,53,0,1
1462,Pressure Regulator,36.981310539287826,38,70,4671,287,28,1,1
1463,Exhaust Fan,67.71294728982015,137,69,7720,346,34,1,1
1464,Pressure Regulator,55.09166544907357,88,58,3111,154,46,0,0
1465,Chemical Chamber,65.01153596586357,196,72,6308,232,27,0,1
1466,Exhaust Fan,49.19722379686257,50,91,1010,332,67,0,1
1467,Chemical Chamber,57.402056675293956,98,73,7752,146,21,1,1
1468,Gas Sensor,34.50022046941141,74,53,714,291,41,1,1
1469,Valve,44.306908543855386,146,98,4180,56,35,1,1
1470,Exhaust Fan,42.19094661507496,96,70,6167,30,35,0,0
1471,Gas Sensor,73.09184758923233,110,88,4617,75,56,0,1
1472,Gas Sensor,47.591036440871804,185,93,1104,52,51,0,1
1473,Exhaust Fan,80.6689511396207,180,25,7803,196,98,0,1
1474,Chemical Chamber,47.738341780514425,25,43,3322,311,60,0,0
1475,Gas Sensor,91.4390710134569,160,75,7658,228,50,1,1
1476,Pressure Regulator,30.7674860011677,39,12,6242,138,87,0,0
1477,Gas Sensor,66.36452699928282,119,53,1115,182,74,1,1
1478,Chemical Chamber,60.578970482359416,184,39,3586,290,70,0,1
1479,Chemical Chamber,41.82837728934266,64,3,106,191,84,0,0
1480,Pressure Regulator,51.73602646702501,100,52,5168,159,44,0,0
1481,Gas Sensor,56.08077723170449,78,0,7783,192,94,1,1
1482,Chemical Chamber,63.747093900470546,71,5,3865,178,31,1,1
1483,Exhaust Fan,45.95374951704035,165,54,5215,363,78,0,1
1484,Valve,66.37980582833224,44,65,3637,37,49,0,0
1485,Valve,61.795857749957705,142,90,4299,224,63,1,1
1486,Valve,71.6877714096212,148,17,4150,160,91,1,1
1487,Gas Sensor,47.06456963685307,60,28,2611,209,46,0,0
1488,Pressure Regulator,53.86000499545866,121,52,3735,291,53,0,0
1489,Chemical Chamber,81.6317756469522,37,32,5813,249,38,0,0
1490,Exhaust Fan,46.409422615412275,148,2,2995,185,91,1,1
1491,Exhaust Fan,39.112849202521026,186,19,5779,341,21,0,1
1492,Gas Sensor,50.53567255380754,178,3,6594,288,30,1,1
1493,Valve,33.360754517999204,121,81,3900,226,49,0,1
1494,Gas Sensor,85.0934021624754,90,7,4005,226,39,0,0
1495,Pressure Regulator,55.75854997254415,185,85,2513,8,73,0,1
1496,Pressure Regulator,55.90341921801641,27,85,2016,23,50,1,1
1497,Chemical Chamber,71.13790435778967,181,82,4377,223,88,0,1
1498,Chemical Chamber,49.11664675485797,92,27,2390,349,56,1,1
1499,Pressure Regulator,56.76104445975418,108,65,4415,166,13,1,1
1500,Pressure Regulator,48.720845075024286,46,72,5427,275,37,1,1
1501,Pressure Regulator,33.674536341919946,188,98,7906,301,57,1,1
